name,lead_score,tier,status,notes,phone,address,website,rating,review_count,signal_tags,latitude,longitude,place_id,first_seen_at
Lacquer Nails & Spa Tempe,5,Cold,new,,(480) 361-1529,"930 W Broadway Rd suite 12, Tempe, AZ 85282, USA",https://www.lacquernailsandspa.com/tempe-salon,4.3,1075,very_popular,33.4078778,-111.9540425,ChIJwUGLUDYPK4cR5rhbCSXCCKo,2026-04-26T09:48:49.415Z
Nail Center - 7 Day Warranty,5,Cold,new,,(303) 252-7421,"2683 E 120th Ave B4, Thornton, CO 80233, USA",http://nailcenterthornton.com/,4.7,869,very_popular,39.9150139,-104.9543205,ChIJe0T0bhd0bIcR0gG1qFIfpDw,2026-04-26T08:42:49.701Z
The Spot Nails & Spa,5,Cold,new,,(702) 387-6245,"6575 N Decatur Blvd #130, Las Vegas, NV 89131, USA",http://thespotnailsandspa.com/,4.6,802,very_popular,36.2794672,-115.2080128,ChIJWYSvAXrryIARaA2mLicNKjc,2026-04-26T10:20:57.769Z
Versaci Nails Spa,5,Cold,new,,(951) 934-3234,"12523 Limonite Ave Ste 480, Eastvale, CA 91752, USA",http://versacinailsspa.com/,4.6,519,very_popular,33.9761251,-117.5558644,ChIJKS2XGajL3IARn6ch4smJIOw,2026-04-26T07:18:49.942Z
Legend Nails,5,Cold,new,,(480) 940-6004,"4909 E Chandler Blvd Suite 503, Phoenix, AZ 85048, USA",https://www.instagram.com/legend.nails/profilecard/?igsh=MTdwcjg3a2wzdzV0,4.7,480,very_popular,33.3040223,-111.9784535,ChIJ6wO5Am0EK4cRdDTTxW9BfL0,2026-04-26T09:50:23.656Z
O'leisure Nails and Spa,5,Cold,new,,(619) 550-1672,"3445 Midway Dr STE F, San Diego, CA 92110, USA",https://oleisurenails.com/,4.9,1333,very_popular,32.7504622,-117.2133565,ChIJafvCz8-r3oARta4h-JcT04o,2026-04-26T08:59:19.070Z
Santa Monica Nails,5,Cold,new,,(424) 299-9756,"1540 6th St, Santa Monica, CA 90401, USA",http://santamonicanails.com/,4.9,538,very_popular,34.0156406,-118.4908614,ChIJEYno8RilwoARRpIXsGow9XE,2026-04-26T08:11:06.444Z
Anthony Vince Nail Spa,5,Cold,new,,(425) 658-3050,"11901 NE Village Plaza #165, Kirkland, WA 98034, USA",https://www.anthonyvincenailspa.com/book-your-appt-totemlake,3.8,711,very_popular,47.7125296,-122.1802692,ChIJjbP6u6ENkFQRuhAz-MsnV4U,2026-04-26T08:21:54.350Z
Bonjour Nail Spa,5,Cold,new,,(425) 488-1240,"15606 NE Woodinville Duvall Rd, Woodinville, WA 98072, USA",https://bonjour-nailspa.com/,4.6,446,very_popular,47.7620203,-122.1306173,ChIJWVL6HiYMkFQRmhlJTMZT1F0,2026-04-26T08:21:56.921Z
RED Ruby nail's & spa,5,Cold,new,,(909) 360-8228,"1410 E Foothill Blvd Ste. M, Upland, CA 91786, USA",http://redrubynailspaupland.com/,4.9,607,very_popular,34.10595,-117.6307584,ChIJH5E2dAIxw4ARL_f_-BPYP9Y,2026-04-26T07:28:13.938Z
K Lash & Nails,5,Cold,new,,(425) 823-1117,"11632 97th Ln NE, Kirkland, WA 98034, USA",https://book.squareup.com/appointments/1gk7nw4821p395/location/LS120HD3XPD59/services,4.1,93,established|square,47.7055009,-122.2114034,ChIJv-8caGYSkFQRUFntY9KX8dU,2026-04-26T08:21:59.496Z
True Nail,5,Cold,new,,(623) 930-9255,"9019 N 51st Ave, Glendale, AZ 85302, USA",https://mytruenails.com/,4.7,635,very_popular,33.5685064,-112.1665268,ChIJjWoapb1rK4cRO4AdK8KXgwc,2026-04-26T10:05:42.018Z
LUXE Nails & Spa,5,Cold,new,,(303) 464-7817,"10355 Federal Blvd G, Westminster, CO 80260, USA",https://luxenailsandspaat104th.com/,4.6,655,very_popular,39.8841245,-105.0274098,ChIJWyY3GKx4bIcRSXBHqm3HH7c,2026-04-26T08:37:40.046Z
Venus Nails,5,Cold,new,,(303) 255-1380,"13644 Orchard Pkwy #200, Westminster, CO 80023, USA",http://www.venusnailsco.com/,4.5,488,very_popular,39.945088,-104.9924455,ChIJq69fPQR1bIcRnKdJuqF5-HA,2026-04-26T08:43:10.318Z
VIP Nail & Spa Scottsdale,5,Cold,new,,(480) 686-7406,"8390 East Vía de Ventura F-114, Scottsdale, AZ 85258, USA",http://www.scottsdalevipnails.com/,4.9,1157,very_popular,33.5548741,-111.8997073,ChIJl4S_x9YKK4cRZp13hYo8N2o,2026-04-26T09:49:48.817Z
Touch Nails studio,5,Cold,new,,(303) 953-0945,"6975 W 88th Ave D, Westminster, CO 80021, USA",https://touchnailsstudio.com/,4.9,2330,very_popular,39.858322,-105.075142,ChIJGVg5OqaJa4cRNojrxCq8eic,2026-04-26T08:43:36.622Z
BonLierre Nail Spa,5,Cold,new,,(310) 260-8627,"1427 7th St #101, Santa Monica, CA 90401, USA",https://bonlierrenailsca.com/,4.8,845,very_popular,34.0182924,-118.4915682,ChIJ2X3Yzc2kwoAR1z3tVLEDocQ,2026-04-26T08:11:02.506Z
Mindy Nails Bar Whittier,5,Cold,new,,(562) 695-6064,"7828 Norwalk Blvd, Whittier, CA 90606, USA",https://mindynailsbarwhittier.com/,4.6,473,very_popular,33.9745153,-118.0733744,ChIJQ8jE2EjTwoARKmLr-EV0_Ss,2026-04-26T07:19:20.643Z
Foxy Nails & Lash,5,Cold,new,,(720) 767-8888,"7705 Wadsworth Blvd Unit D, Arvada, CO 80003, USA",https://foxynailsandlasharvada.com/,4.6,709,very_popular,39.83557709999999,-105.0829209,ChIJf2MlpmyJa4cRkqbPDfL6VGw,2026-04-26T08:43:45.654Z
Pink Polish Nails Bar,5,Cold,new,,(480) 930-7227,"2050 E Williams Field Rd suite #107, Gilbert, AZ 85295, USA",https://pinkpolishnailsbargilbert.com/,4.4,411,very_popular,33.3081579,-111.745821,ChIJ72BxovCtK4cRkJUSKNoS4ew,2026-04-26T09:53:28.757Z
Nova Nails And Beauty,5,Cold,new,,(303) 432-7775,"9975 Wadsworth Pkwy A, Westminster, CO 80021, USA",https://novanailsandbeauty.com/,4.6,410,very_popular,39.8764429,-105.0955765,ChIJYaGy32WJa4cRsRIcorVEutc,2026-04-26T08:43:46.962Z
Platinum Nails & Spa,5,Cold,new,,(480) 985-6966,"2235 S Power Rd # 121, Mesa, AZ 85209, USA",https://platinumnailsandspa.com/,4.6,445,very_popular,33.374587,-111.687184,ChIJ0xtoSjiuK4cR1QP5zw6vzzY,2026-04-26T09:56:12.439Z
Nail Time,5,Cold,new,,(323) 778-2440,"940 W Florence Ave, Los Angeles, CA 90044, USA",https://nailtimesalon.net/,4.4,404,very_popular,33.974306,-118.290426,ChIJs_3dKy3IwoARaxc8-9NOyTo,2026-04-26T07:46:33.106Z
GLOW BAKERY & NAILS,5,Cold,new,,(909) 757-1790,"1520 N Mountain Ave #113, Ontario, CA 91762, USA",https://glowbakerynails.com/,4.7,417,very_popular,34.0865408,-117.6693266,ChIJKVkDXYgxw4ARm3HsSn3pHXU,2026-04-26T07:16:04.866Z
Kitchen Nail Bar - Coleman,5,Cold,new,,(408) 613-2608,"579 Coleman Ave #20, San Jose, CA 95110, USA",http://kitchennailbar.com/,4.8,1791,very_popular,37.3396044,-121.9068413,ChIJFVVgdAzLj4ARLj0DHc6fqKs,2026-04-26T09:42:34.215Z
Harmony Nails and Spa,5,Cold,new,,(425) 227-3230,"247 Sunset Blvd N, Renton, WA 98057, USA",https://www.fresha.com/a/harmony-nails-spa-renton-247-sunset-boulevard-north-zlwyqn8f/all-offer?menu=true,4.2,138,established|booking_system_detected,47.4861709,-122.1960902,ChIJFeGM7vVpkFQRK4RXlcUltb0,2026-04-26T08:32:51.959Z
Krystal Nails & Spa (15% OFF For New Customers),5,Cold,new,,(253) 212-3064,"626 S Sprague Ave, Tacoma, WA 98405, USA",https://krystalnailspatacoma.com/,4.4,523,very_popular,47.25480719999999,-122.4634441,ChIJP7HrbRBVkFQRNOiJMbuuGdc,2026-04-26T08:35:29.931Z
Elegant Nails,5,Cold,new,,(303) 403-9426,"7450 W 52nd Ave #106, Arvada, CO 80002, USA",http://www.elegantnailsco.com/,3.4,776,very_popular,39.7899702,-105.0806766,ChIJUzdBUsuHa4cRt0RUw06z-hQ,2026-04-26T08:41:55.823Z
Elite Nails & Spa Tower,5,Cold,new,,(720) 374-7379,"3571 S Tower Rd Unit D, Aurora, CO 80013, USA",http://elitenailsspatoweraurora.com/,4.6,807,very_popular,39.6517313,-104.773022,ChIJrScz5JiJbIcRl5BOohdxaLw,2026-04-26T08:49:02.527Z
Iris Nail Bar - 10% OFF 1st visit,5,Cold,new,,(480) 924-6049,"6055 E Southern Ave #104, Mesa, AZ 85206, USA",https://irisnailbaraz.com/,4.8,434,very_popular,33.393462,-111.700427,ChIJ308XOLCvK4cRbJ-dcV9mibE,2026-04-26T09:56:03.416Z
Nail'D By NISHA!,5,Cold,new,,(562) 418-3298,"1704 W Manchester Ave 2nd floor, Suite #204, Los Angeles, CA 90047, USA",https://booksy.com/en-us/555599_naild-by-nisha_nail-salon_134655_los-angeles,4.7,83,established|booksy,33.9596239,-118.3070585,ChIJNTiJgB_JwoARE12uycf7R5k,2026-04-26T07:46:31.814Z
Polish Me Pretty Nail Bar,5,Cold,new,,(480) 775-2766,"937Q+54, 6438 S McClintock Dr, Tempe, AZ 85283, USA",https://polishmeprettynailbar1.com/,4.4,443,very_popular,33.3621087,-111.9126438,ChIJKaEMUkkGK4cRIyMNPlYuq_E,2026-04-26T09:49:35.040Z
Organic Nail Spa,5,Cold,new,,(720) 708-3486,"9249 S Broadway #300, Highlands Ranch, CO 80129, USA",https://organicnailshighlandsranch.com/,4.7,466,very_popular,39.5481971,-104.9947228,ChIJebuxfU6CbIcR8KTHilaURPs,2026-04-26T08:44:46.266Z
America Nails & Spa,5,Cold,new,,(720) 531-4927,"21699 E Quincy Ave D, Aurora, CO 80015, USA",http://americanailsnspa.com/,4.5,1486,very_popular,39.6399633,-104.7367527,ChIJw-usicWLbIcRdUiFdpK_w4Y,2026-04-26T08:49:01.234Z
Kitchen Nail Bar - Brokaw,5,Cold,new,,(408) 784-6055,"1088 E Brokaw Rd #40, San Jose, CA 95131, USA",http://kitchennailbar.com/,4.8,888,very_popular,37.38197,-121.8960679,ChIJvxk_7ZbNj4ARwqjSYUc-0bE,2026-04-26T09:42:35.504Z
Five Star Nails,5,Cold,new,,(562) 634-5634,"3333 E South St, Long Beach, CA 90805, USA",https://booking.gocheckin.net/v2/18847,4.1,91,established|go_checkin_detected,33.860529,-118.15203,ChIJVd3voeYy3YARZJjXcezVMmQ,2026-04-26T07:26:32.881Z
Magic Nails & Lash Cornerstar,5,Cold,new,,(303) 862-6706,"6775 S Cornerstar Way, Aurora, CO 80016, USA",https://www.magicnailsandlashaurora.com/,4.8,523,very_popular,39.5931922,-104.8072053,ChIJW5IymyaPbIcRQFxEKERTY0k,2026-04-26T08:45:26.194Z
C C Nails Boutique,5,Cold,new,,(480) 659-8555,"3605 W Chandler Blvd #104, Chandler, AZ 85226, USA",https://www.ccnailsboutiquechandler.com/,4.4,513,very_popular,33.3050689,-111.9045715,ChIJqfnKpyoHK4cRXuzHtTKjBEk,2026-04-26T09:51:11.038Z
Euphoria Nails,5,Cold,new,,(909) 463-0808,"7375 Day Creek Blvd #101, Rancho Cucamonga, CA 91739, USA",https://booking.gocheckin.net/v2/18616,4.4,98,established|go_checkin_detected,34.119788,-117.535543,ChIJdQ41zvdJw4ARSd6rcUoopvo,2026-04-26T07:43:28.896Z
Solar Nails,5,Cold,new,,(303) 792-2121,"9625 E Arapahoe Rd # J, Greenwood Village, CO 80112, USA",http://www.solarnailsco.com/,4.6,853,very_popular,39.59591289999999,-104.8768539,ChIJX3Ksz3aGbIcRhr5kFytVfiw,2026-04-26T08:45:31.347Z
Future Nails & Spa,5,Cold,new,,(360) 377-2677,"4213 Wheaton Wy # A, Bremerton, WA 98310, USA",https://futurenailsandspabremerton.com/,4.2,547,very_popular,47.6052781,-122.6308271,ChIJewDtRPQ5kFQRkfsFspjqSDk,2026-04-26T08:23:17.952Z
Orchid Nails and Spa,5,Cold,new,,(360) 377-2035,"3571 Wheaton Wy, Bremerton, WA 98310, USA",https://orchidnailsandspabremerton.com/,4.1,414,very_popular,47.5975952,-122.6303329,ChIJtUkUFvA5kFQRTIsDFTY38qs,2026-04-26T08:23:19.250Z
Nuyen Nail Care & Spa,5,Cold,new,,(425) 528-8588,"15301 Maple Valley Hwy Suite 600, Renton, WA 98058, USA",https://nuyennailcaresparenton.com/,4.7,472,very_popular,47.4645692,-122.1359264,ChIJY_AeBjxnkFQRzc93UhEA2rE,2026-04-26T08:32:20.568Z
iNails & Lash – Nail & Eyelash Salon in Aurora CO,5,Cold,new,,(720) 920-9884,"17022 E Quincy Ave, Aurora, CO 80015, USA",https://inailsandlashquincy.com/,4.7,886,very_popular,39.6369865,-104.7885969,ChIJ1TIqDemJbIcRbgJZLcE_ybQ,2026-04-26T08:45:39.472Z
Zara Nail Bar Tempe,5,Cold,new,,(602) 487-6692,"975 E Elliot Rd Suite 105, Tempe, AZ 85284, USA",http://www.zaranailbartempeaz.com/,4.8,525,very_popular,33.3486318,-111.9266551,ChIJ3YsvpkgHK4cR_539oLw8guw,2026-04-26T09:48:29.664Z
2EM NAIL PLACE,5,Cold,new,,(949) 932-0839,"5321 University Dr D, Irvine, CA 92612, USA",https://2emnailplace.com/,4.7,454,very_popular,33.6593358,-117.8034717,ChIJXQ4z7aLd3IARcrFwhLzNFWQ,2026-04-26T07:02:40.668Z
TD Nails,5,Cold,new,,(425) 338-5622,"13402 Bothell Everett Hwy UNIT 101, Mill Creek, WA 98012, USA",https://tdnails.nailallure.net/,4.9,1525,very_popular,47.8763945,-122.2140474,ChIJYUg6tMAHkFQR8PlirxYsf6A,2026-04-26T08:23:46.019Z
Nirvana Nails Studio,5,Cold,new,,(818) 769-2689,"12151 Ventura Blvd, Studio City, CA 91604, USA",https://www.fresha.com/a/nirvana-nails-studio-studio-city-12151-ventura-blvd-h7l9f84z,4.3,93,established|booking_system_detected,34.1436629,-118.3970193,ChIJt53dwfy9woARnr28TClMCpE,2026-04-26T08:08:23.665Z
Kim Nails & Beauty Lounge LLC Emeryville,5,Cold,new,,(341) 231-9767,"4344 San Pablo Ave, Emeryville, CA 94608, USA",https://kimnailsandbeautylounge.com/,4.7,616,very_popular,37.8344298,-122.2807691,ChIJS2e51NR_hYAR3IOP_4kywXA,2026-04-26T09:15:06.676Z
Pinky's Nails & Spa,5,Cold,new,,(480) 553-9190,"24871 S Ellsworth Rd, Queen Creek, AZ 85142, USA",https://pinkysnailsqueencreek.com/,4.7,1295,very_popular,33.2224693,-111.6331939,ChIJ2cS83lRNKocRklzYH7RVAwY,2026-04-26T10:00:33.489Z
VENICE NAIL LOUNGE,5,Cold,new,,(480) 284-7867,"900 N 54th St #3, Chandler, AZ 85226, USA",http://venicenailloungechandler.com/,4.7,820,very_popular,33.3182411,-111.9692306,ChIJ0_9vFzwEK4cRNPRk0vzqwzU,2026-04-26T09:50:06.843Z
Resort Nails & Spa - Corona,5,Cold,new,,(951) 790-0818,"140 W Ontario Ave unit 101, Corona, CA 92882, USA",https://resortnailscorona.com/,4.7,484,very_popular,33.855814,-117.571023,ChIJD3pVFufH3IARgFyrk_ky8Ps,2026-04-26T07:13:23.782Z
Bamboo Nail Bar,5,Cold,new,,(408) 448-4409,"1525 Meridian Ave #103, San Jose, CA 95125, USA",https://bamboonailbar.com/,4.8,457,very_popular,37.2972771,-121.9140775,ChIJL_VhFGk1joAR9vGooIkSCLQ,2026-04-26T09:42:41.959Z
Luna Nail Lounge,5,Cold,new,,(425) 332-3981,"1523 132nd St SE #A, Everett, WA 98208, USA",https://lunanailloungeeverett.com/,4.2,614,very_popular,47.8794954,-122.2105257,ChIJHd9i6uQHkFQRUZzZTxN6GVg,2026-04-26T08:24:10.858Z
Wonder Nails & Spa Las Vegas,5,Cold,new,,(702) 515-0659,"7540 Oso Blanca Rd SUITE 115, Las Vegas, NV 89149, USA",https://wondernailslv.com/,4.4,507,very_popular,36.2962952,-115.2886196,ChIJ_TWvGqKTyIARh_ciO_XnbAU,2026-04-26T10:27:34.650Z
Stylish Nails Brighton,5,Cold,new,,(303) 637-0772,"122 N Main St, Brighton, CO 80601, USA",https://nailsolutionplus.firebaseapp.com/?storeKey=-OOcdGRDxTmSaLiF_3-Y,4.4,452,very_popular,39.9883423,-104.8207574,ChIJp-dpjThtbIcRnl-bSUo94TU,2026-04-26T08:47:51.549Z
Stacylashes Nails & Spa,5,Cold,new,,(909) 984-6202,"1520 N Mountain Ave #103, Ontario, CA 91762, USA",https://stacylashesnailsandspa.com/,4.3,444,very_popular,34.085506,-117.669301,ChIJ1YUZhN8zw4ARfvRaMp3uueE,2026-04-26T07:16:52.895Z
CUCCIO NAILS SPA,5,Cold,new,,(480) 380-2626,"10861 E Baseline Rd #106, Mesa, AZ 85209, USA",https://cuccionailsspa.com/,4.9,1779,very_popular,33.3782767,-111.5996529,ChIJi_g3kGuxK4cRp2yEas2o8YI,2026-04-26T10:03:19.643Z
La Belle Nail Spa and Lashes,5,Cold,new,,(480) 292-8310,"2100 S Gilbert Rd #15, Chandler, AZ 85286, USA",https://labellenailspalashes.com/,4.8,401,very_popular,33.2762733,-111.7915993,ChIJPVTeSwCrK4cRFqXz_KJL7lo,2026-04-26T09:53:23.571Z
Spa & Nail Creations,5,Cold,new,,(480) 833-1772,"1229 E McKellips Rd #106, Mesa, AZ 85203, USA",http://spaandnailcreationsmesa.com/,4.3,805,very_popular,33.4511616,-111.8031101,ChIJUVIHAVamK4cRaRDb5E1j0QM,2026-04-26T09:55:14.209Z
Classy Nails,5,Cold,new,,(650) 757-5728,"8E Serramonte Center, Daly City, CA 94015, USA",https://wantside.click/classy-nails-rpx2f8q.html,4.1,550,very_popular,37.67301339999999,-122.4714317,ChIJRdEDiYx7j4ARyh7mrPx2F8Q,2026-04-26T09:13:53.946Z
Ivy Nails Spa - Non Toxic Nail Salon,5,Cold,new,,(714) 203-6703,"7801 Edinger Ave Suite 110, Huntington Beach, CA 92647, USA",https://ivynailsspaofbellaterraca.com/,4.9,2810,very_popular,33.7333609,-117.9929605,ChIJJ9upIWgm3YARI5Edf1zG1VE,2026-04-26T07:12:37.443Z
Forever Young Nail Spa - Nail Salon Parker CO,5,Cold,new,,(720) 328-4258,"18260 Lincoln Ave UNIT 104, Parker, CO 80134, USA",https://foreveryoungnailparker.com/,4.8,543,very_popular,39.5354837,-104.7772082,ChIJa0G8Cz2ObIcROAeFsZ6EvBM,2026-04-26T08:53:10.917Z
Milano Nail Spa Whittier,5,Cold,new,,(562) 943-9510,"15706 Whittwood Ln, Whittier, CA 90603, USA",https://www.milanonailspawhittier.com/,4.9,613,very_popular,33.9427261,-117.9945,ChIJRwnOL-DVwoARxs5lzGUJtK8,2026-04-26T07:09:00.571Z
ARIA Nail Bar Miller- Scottsdale AZ #2,5,Cold,new,,(480) 579-2573,"4320 N Miller Rd Suite 105, Scottsdale, AZ 85251, USA",https://arianailbarmiller.com/,4.6,578,very_popular,33.4991206,-111.9184342,ChIJC2ObRAELK4cRSab4lOi2QXU,2026-04-26T09:49:47.529Z
Style Nails & Spa,5,Cold,new,,(323) 771-6700,"7219 Atlantic Ave Suite C, Bell, CA 90201, USA",https://instagram.com/bere.nguyen?igshid=YmMyMTA2M2Y=,4.3,480,very_popular,33.9698506,-118.1883804,ChIJ3TsEp7zOwoARXmDH3iR0-60,2026-04-26T07:30:55.769Z
Bella Dolche Nails & Spa,5,Cold,new,,(425) 481-2122,"20631 Bothell Everett Hwy B, Bothell, WA 98021, USA",http://belladolche.com/,4,415,very_popular,47.8103577,-122.2057092,ChIJ3WXYrGsPkFQRLAXsifKSyU8,2026-04-26T08:24:42.496Z
Angelashes Nails and Spa,5,Cold,new,,(480) 507-0888,"754 S Val Vista Dr #108, Gilbert, AZ 85296, USA",http://angelashesnailsandspa.com/,4.7,632,very_popular,33.3366768,-111.7573245,ChIJIy-8jKuuK4cROAE9Ihork9s,2026-04-26T09:51:47.086Z
E nails and spa,5,Cold,new,,(303) 988-5606,"3234 S Wadsworth Blvd, Lakewood, CO 80227, USA",https://enailspalakewood.com/,4.5,595,very_popular,39.6572222,-105.0802778,ChIJN7qjBM2Ba4cRA_4DNpCKUjQ,2026-04-26T08:46:22.430Z
U Nails & Spa,5,Cold,new,,(602) 438-1111,"3220 E Baseline Rd # 118, Phoenix, AZ 85042, USA",https://unailsspa.com/,4.3,497,very_popular,33.3788543,-112.01091,ChIJESt1cIUPK4cRbDDy_8UPwkI,2026-04-26T09:52:43.966Z
Jasmine Nails & Spa,5,Cold,new,,(303) 558-0232,"6691 Tower Rd Unit 103, Denver, CO 80249, USA",https://jasminenailspadenver.com/,4.4,1186,very_popular,39.8177866,-104.7726046,ChIJVyAfGuJlbIcRHenfBhHLacs,2026-04-26T08:48:12.077Z
Golden Hour Nails Spa,5,Cold,new,,(702) 202-0868,"384 E Tropicana Ave, Las Vegas, NV 89169, USA",https://goldenhournailsspalasvegas.com/,4.9,1353,very_popular,36.102907,-115.155708,ChIJQ_f-aMbFyIAR2IuNB4sPUmY,2026-04-26T10:22:25.278Z
Spotlight Lashes & Nail Salon Rancho Cucamonga,5,Cold,new,,(909) 989-1095,"10808 Foothill Blvd #180, Rancho Cucamonga, CA 91730, USA",https://spotlightlashesnails.com/,4.5,973,very_popular,34.10776510000001,-117.5687916,ChIJY9Q0beE1w4ARuEmyK9KUthA,2026-04-26T07:28:10.079Z
Blue Sky Nails & Spa,5,Cold,new,,(303) 627-1555,"25791 E Smoky Hill Rd, Aurora, CO 80016, USA",https://blueskyaurora.com/,4.7,1887,very_popular,39.5860293,-104.6871432,ChIJ94Elu-iMbIcR1-UeBheAsK0,2026-04-26T08:48:54.776Z
Modern nail & spa studio,5,Cold,new,,(661) 832-1458,"4725 Panama Ln, Bakersfield, CA 93313, USA",https://modern.vidobooking.com/,3.5,149,established|booking_system_detected,35.29487220000001,-119.0547485,ChIJD1FXPxpA6oARLu0O2CuhaPw,2026-04-26T10:43:53.742Z
FANCY NAILS LLC,5,Cold,new,,(702) 258-7699,"4760 W Sahara Ave #6, Las Vegas, NV 89102, USA",https://fancynailsllc.com/,4.4,609,very_popular,36.1464344,-115.2072863,ChIJMep6EE_ByIAR96kJCAP5xwo,2026-04-26T10:20:06.297Z
Top Ten Nails & Spa,5,Cold,new,,(303) 627-4211,"18658 E Hampden Ave, Aurora, CO 80013, USA",https://toptennailsspa.com/,4.3,628,very_popular,39.6515327,-104.7708516,ChIJ43yBnZmJbIcRJwlBwVieNCo,2026-04-26T08:49:03.814Z
JOLIE NAIL LOUNGE,5,Cold,new,,(858) 430-6909,"8055 Armour St #201B, San Diego, CA 92111, USA",https://jolienailloungeca.com/,4.7,436,very_popular,32.8196628,-117.1501039,ChIJ10GPgur_24ARqopzbHCfBYw,2026-04-26T09:00:35.851Z
Urban Nail Box - Ballard,5,Cold,new,,(206) 866-4642,"1453 NW 54th St Suite B, Seattle, WA 98107, USA",http://urbannailbox.com/,4.7,481,very_popular,47.6675924,-122.3753019,ChIJyQwSx8kVkFQROSWKswG-l6s,2026-04-26T08:17:05.602Z
True Touch Nails & Spa,5,Cold,new,,(909) 627-1515,"4531 Philadelphia St STE B101, Chino, CA 91710, USA",https://www.fresha.com/book-now/true-touch-nails-spa-ckf9sk5l/all-offer?pId=331589,4.2,124,established|booking_system_detected,34.0327575,-117.7062262,ChIJU_qt7fYyw4AReooPa0nbxqQ,2026-04-26T07:16:58.472Z
Award Nails & Spa,5,Cold,new,,(480) 962-0116,"350 W Baseline Rd #103, Mesa, AZ 85210, USA",https://www.awardnailsandspa.com/,4.3,534,very_popular,33.37985400000001,-111.8390113,ChIJN77SCT6oK4cRWFBL3p6vzk0,2026-04-26T09:52:31.500Z
Anthony Vince' Nail Spa,5,Cold,new,,(303) 627-5760,"6205 S Main St D112, Aurora, CO 80016, USA",http://www.anthonyvincenailspa.com/,3.9,499,very_popular,39.6044136,-104.709765,ChIJXca3e6KNbIcRp-RdyNS12Xs,2026-04-26T08:49:17.145Z
Lovely Nail & Spa,5,Cold,new,,(909) 949-8924,"340 W Foothill Blvd, Upland, CA 91786, USA",https://booking.gocheckin.net/v2/17447,4.5,104,established|go_checkin_detected,34.1066412,-117.6555423,ChIJBxbwJUYxw4ARAYY5L5jphMk,2026-04-26T07:16:59.758Z
Mivy Nail Lounge,5,Cold,new,,(619) 267-3333,"4372 Bonita Rd, Bonita, CA 91902, USA",https://booking.gocheckin.net/v2/10256/,4.5,125,established|go_checkin_detected,32.6598556,-117.0329882,ChIJCVdQnipO2YARY_CL2zM_X6A,2026-04-26T09:03:28.471Z
Pro Nails By Tina,5,Cold,new,,(602) 838-0168,"3039 W Peoria Ave, Phoenix, AZ 85029, USA",https://pronailsbytina.com/,3.6,643,very_popular,33.5813432,-112.1250656,ChIJBRyWYWtsK4cRCubNPFBsdQk,2026-04-26T10:04:11.257Z
Lux Nail Bar,5,Cold,new,,(480) 999-0999,"3431 W Frye Rd #7, Chandler, AZ 85226, USA",https://luxnailbarchandler.com/,4.5,696,very_popular,33.2958469,-111.9009871,ChIJ9UekbNcAK4cRXW_bz9zTa2Y,2026-04-26T09:50:13.305Z
Blue Diamond Nails Spa,5,Cold,new,,(702) 202-2192,"5025 Blue Diamond Rd Suit 107 - 108, Las Vegas, NV 89139, USA",https://bluediamondnailspalv.com/,4.4,708,very_popular,36.0308878,-115.2098976,ChIJxzJkA2rJyIARyfJKadF1N1I,2026-04-26T10:29:05.401Z
ORGANIC NAILS- Spa & Lounge,5,Cold,new,,(714) 672-0747,"101 W Central Ave ste a, Brea, CA 92821, USA",https://organicnailsbrea.com/,4.8,468,very_popular,33.9327095,-117.8940578,ChIJmyxcEzzV3IARrfvKjlmMvs4,2026-04-26T07:02:08.354Z
Fresh Nails & Spa,5,Cold,new,,(623) 931-4040,"5143 W Olive Ave Suite#145, Glendale, AZ 85302, USA",http://www.freshnailspaglendale.com/,4.1,534,very_popular,33.5671193,-112.1702668,ChIJ5Y6PVrxrK4cR1LjSNXG_2bw,2026-04-26T10:05:29.110Z
Golden Hour Nails Spa Flamingo,5,Cold,new,,(702) 816-2808,"325 Hughes Center Dr Suite 150, Las Vegas, NV 89169, USA",https://goldenhournailslasvegas.com/,5,777,very_popular,36.11536830000001,-115.1586233,ChIJ8xu8wUDFyIAR03waAq6g84E,2026-04-26T10:22:23.979Z
MIOMIO NAILS,5,Cold,new,,(206) 806-0704,"3400 Harbor Ave SW, Seattle, WA 98126, USA",https://book.squareup.com/appointments/4j0hjq6rsn2p5k/location/LX78D842Z39X6/services?fbclid=PARlRTSAOIS2tleHRuA2FlbQIxMABzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQIY2FsbHNpdGUBMgABp1-NA_ROXhhmRPBd1FZZFD_o1FJOYt8p7sRr3bNg83gfuhVkUTb5KXas9iGf_aem_PMBpJzL44qWoQbiw2rGEAg,5,59,established|square,47.5728575,-122.3704052,ChIJpar8vaxBkFQR-TOks4qJfh8,2026-04-26T08:16:17.960Z
Diva Nails,5,Cold,new,,(619) 591-9494,"1090 3rd Ave Ste 3, Chula Vista, CA 91911, USA",https://divanailson3rd.com/,3.7,519,very_popular,32.6140938,-117.069789,ChIJb7lm5XxO2YARspId6pnMf3o,2026-04-26T09:03:19.426Z
Magic nail & spa,5,Cold,new,,(303) 654-7947,"96 N 50th Ave, Brighton, CO 80601, USA",https://magic-nail-spa.wweb.io/,4.3,542,very_popular,39.9878828,-104.7502373,ChIJTacNTGBrbIcRd7j970O87I0,2026-04-26T08:50:19.474Z
